word,tasa_freq
laboratory,18
labored,1
laborer,1
laborers,0
laboring,0
laborious,0
labors,0
labour,0
labrador,0
labyrinth,0
lace,11
laced,1
laces,13
lack,14
lacked,2
lacking,0
lacks,0
lactic,0
lacy,2
lad,58
ladder,70
ladders,5
laden,0
ladies,48
ladies',3
lads,2
lady,358
lady's,15
ladybug,10
ladybugs,16
lafayette,0
lag,0
lagged,0
lagoon,3
laid,94
lain,3
lake,443
lakes,67
lamb,54
lambs,9
lame,5
lamp,72
lamps,17
lancaster,0
lance,2
lancelot,1
lances,0
land,757
landed,147
landforms,0
landing,36
landlord,20
landlords,0
landmark,0
landmarks,0
landowner,0
landowners,0
lands,53
landscape,5
landscapes,0
landslide,0
lane,29
lanes,2
lang,9
language,83
languages,9
lantern,22
lanterns,2
laos,0
lap,91
lapaz,3
lapped,10
lapping,1
laps,8
lard,2
large,720
large-scale,0
largely,0
larger,102
largest,51
larry,123
lars,5
larva,1
larvae,1
larynx,0
laser,3
lasers,0
lash,1
lashed,2
lashes,1
lashing,1
lass,4
lassie,25
last,1960
last-minute,3
lasted,19
lasting,1
lastly,0
lasts,8
latch,16
late,562
lately,25
latent,0
later,625
lateral,0
latest,11
latex,0
latin,9
latitude,3
latitudes,0
latter,0
lattice,0
laugh,367
laughed,795
laughing,254
laughs,40
laughter,43
launch,2
launched,0
launching,0
laundry,11
laura,183
laura's,5
laurel,1
laurie,54
lava,10
lavender,3
law,87
lawful,0
lawmakers,0
lawn,54
lawns,5
lawrence,7
laws,40
lawson,10
lawyer,26
lawyers,5
lay,452
layer,27
layered,0
layers,21
laying,16
layout,0
lays,24
lazily,9
lazy,42
le,0
lead,107
leader,69
leaders,21
leadership,1
leading,39
leads,11
leaf,84
leaflets,0
leafy,3
league,16
leagues,1
leah,3
leak,9
leakage,0
leaked,1
leakey,1
leaking,0
leaks,0
leaky,0
lean,25
lean-to,3
leaned,142
leaning,55
leans,5
leap,27
leaped,63
leaping,18
leaps,9
leapt,3
learn,717
learned,413
learner,0
learners,0
learning,104
learns,27
learnt,0
lease,0
leash,35
least,247
leather,78
leathery,0
leave,712
leaves,593
leaving,123
lebanon,1
lecture,5
lectures,0
led,201
ledge,27
ledger,1
ledges,0
lee,298
lee's,9
left,1766
left-hand,5
left-handed,1
leftover,4
leftovers,2
lefty,5
leg,315
legacy,0
legal,5
legally,0
legend,7
legendary,0
legends,1
leggings,0
legible,0
legion,0
legions,0
legislation,0
legislative,0
legislators,0
legislature,0
legislatures,0
legitimate,0
legs,460
leif,7
leisure,0
leisurely,0
lemon,17
lemonade,11
lemons,2
lena,36
lend,43
lenders,0
lending,0
lends,0
length,54
lengthen,0
lengthened,0
lengths,5
lengthwise,1
lengthy,0
lenin,0
leningrad,0
lenny,34
lens,16
lenses,1
lent,7
leo,115
leon,3
leonard,14
leonardo,1
leopard,9
leroy,43
les,1
leslie,4
less,189
lessen,0
lessened,0
lesser,0
lesson,80
lessons,54
lest,1
lester,25
let,2194
let's,1283
lets,42
letter,438
lettering,1
letters,197
letting,38
lettuce,26
leukemia,0
level,50
leveled,0
leveling,0
levels,1
lever,15
levers,0
levi,10
levied,0
levy,0
lewis,20
lexi,5
lexington,1
leyden,1
li,9
liabilities,0
liability,0
liable,1
liar,6
libby,7
liberal,0
liberals,0
liberated,0
liberation,0
liberties,0
liberty,13
librarian,11
libraries,2
library,186
libya,0
lice,0
license,22
licensed,1
licenses,0
licensing,0
lichen,0
lichens,0
lick,31
licked,53
licking,15
lid,43
lids,6
lie,147
lied,14
lies,47
lieutenant,20
life,763
life's,0
life-style,0
life-styles,0
life-support,0
lifeboat,2
lifeless,3
lifelike,0
lifelong,0
lifestyle,0
lifetime,7
lifetimes,0
lift,109
lifted,189
lifting,22
lifts,5
ligaments,0
light,1163
light-colored,1
light-years,0
lighted,43
lighten,0
lighter,15
lightest,1
lighthouse,60
lighthouses,0
lighting,5
lightly,29
lightness,0
lightning,73
lights,243
lightweight,1
like,8796
liked,913
likelihood,0
likely,49
likeness,0
likenesses,1
likes,483
likewise,2
liking,5
lilac,3
lilies,4
lillian,5
lily,60
lima,0
limb,22
limbs,7
lime,1
limestone,6
limit,5
limitation,0
limitations,0
limited,3
limiting,0
limitless,0
limits,4
limp,21
limped,9
limping,8
lin,16
lina,18
lincoln,85
lincoln's,2
linda,205
lindbergh,6
line,561
linear,0
lined,47
linen,5
liner,2
liners,0
lines,149
ling,32
linger,0
lingered,1
lingering,0
linguistic,0
lining,2
linings,0
link,34
linkage,0
linked,2
linking,0
links,0
linoleum,1
lion,408
lion's,33
lioness,2
lions,69
lip,28
lipids,0
lips,118
lipstick,5
liquid,46
liquids,7
liquor,5
lisa,201
lisa's,7
lisbon,0
list,305
listed,15
listen,575
listened,229
listener,2
listeners,3
listening,143
listens,25
listing,2
listings,0
lists,10
lit,67
liter,0
literacy,0
literal,0
literally,1
literary,0
literature,0
liters,0
litter,24
littered,0
little,6326
live,1479
lived,928
livelihood,0
lively,14
liver,4
livery,1
lives,328
livestock,2
living,520
living-room,1
liz,29
liza,92
lizard,43
lizards,8
lizzie,41
llama,1
llamas,1
lloyd,0
lo,1
load,62
loaded,42
loading,8
loads,10
loaf,13
loan,6
loaned,2
loans,0
loaves,5
lobby,9
lobbying,0
lobe,0
lobes,0
lobster,9
lobsters,7
local,16
localities,0
locality,0
localized,0
locally,0
locate,4
located,10
locating,0
location,11
locations,0
loch,7
lock,94
locke,0
locked,111
locker,31
locking,2
locks,13
locomotion,0
locomotive,5
locomotives,0
locusts,1
lodge,19
lodged,1
lodges,0
lodging,0
loft,7
lofty,0
log,146
logan,2
loggers,1
logging,3
logic,1
logical,2
logically,0
logs,53
loki,11
london,50
lone,3
loneliness,6
lonely,150
lonesome,15
long,3210
long-distance,0
long-lasting,0
long-legged,1
long-range,0
long-standing,0
long-term,0
longed,10
longer,332
longest,13
longhorns,0
longing,6
longitude,0
longitudinal,0
look,5445
looked,5204
looking,1421
lookout,15
looks,834
loom,21
loomed,5
looming,1
looms,1
loon,0
loons,0
loop,17
looped,2
loops,0
loose,109
loosely,4
loosen,3
loosened,3
loosening,2
loot,2
lopez,17
lopsided,0
lord,70
lord's,0
lords,3
lorenz,0
lorenzo,4
lorraine,4
losangeles,14
lose,168
loser,0
losers,2
loses,7
losing,36
loss,13
losses,1
lost,726
lot,1227
lotion,1
lots,493
lotus,0
lou,146
loud,371
louder,79
loudest,5
loudly,88
loudness,0
loudspeaker,3
louie,5
louis,64
louisa,5
louise,12
louisiana,2
louisville,2
lounge,3
lousy,3
lovable,0
love,410
loved,341
lovely,85
lover,2
lovers,2
loves,45
loving,16
lovingly,1
low,325
low-cost,0
low-grade,0
lowell,8
lower,95
lowered,30
lowering,2
lowers,0
lowest,6
lowland,0
lowlands,1
lowly,0
loyal,5
loyalists,0
loyalties,0
loyalty,2
lubrication,0
lucas,13
lucia,20
lucinda,1
luck,146
luckily,9
lucky,189
lucrative,0
lucy,292
lucy's,16
ludwig,3
luggage,3
luis,85
lukas,5
luke,71
lulu,21
lumber,13
lumbering,0
luminous,0
lump,34
lumps,4
lumpy,1
lunar,0
lunch,665
luncheon,0
lunches,18
lunchroom,27
lunchtime,16
lung,1
lunged,1
lungs,41
lupe,36
lurch,0
lurched,5
lure,1
lured,0
lurking,0
lush,1
luster,5
luther,17
luxuries,0
luxurious,0
luxury,1
lydia,70
lye,0
lying,151
lyle,12
lymph,0
lyndon,0
lynn,33
lynx,0
lyon,0
lyre,0
lyric,0
m,5
ma,179
ma'am,31
ma's,5
mabel,7
mac,31
macaroni,3
macarthur,0
macbeth,0
macdonald,0
macedonia,0
machine,274
machinery,7
machines,130
mack,34
macmillan,0
mad,306
madam,11
madame,7
made,3547
mademoiselle,1
madge,27
madison,4
madly,5
madman,4
madness,1
madrid,0
mae,5
mafatu,1
magazine,27
magazines,14
magda,4
magellan,0
maggie,106
magic,223
magical,6
magician,36
magicians,6
magistrate,0
magma,1
magnesium,0
magnet,12
magnetic,2
magnetism,0
magnetized,0
magnets,10
magnification,0
magnificent,4
magnified,0
magnifying,9
magnitude,0
mahogany,0
mai,7
maid,33
maiden,5
maidens,1
maids,2
mail,135
mailbox,37
mailed,6
mailing,1
main,169
maine,19
mainland,10
mainly,6
mainstream,0
maintain,0
maintained,0
maintaining,0
maintains,0
maintenance,0
maize,0
majestic,0
majesty,10
majesty's,0
major,37
majority,0
majors,1
make,4091
make-believe,16
make-up,8
maker,20
makers,2
makes,732
makeshift,0
makeup,19
making,609
malaria,0
malaysia,0
malcolm,0
male,27
males,3
mali,0
malice,0
malignant,0
mall,12
mallard,3
mallory,6
malnutrition,0
mama,350
mama's,27
mamma,24
mammal,4
mammals,14
mammoth,1
mammoths,0
mammy,4
man,4272
man's,134
man-made,5
manage,19
manageable,0
managed,40
management,0
manager,40
managers,0
manages,0
managing,1
manchester,0
manchuria,0
mandarin,5
mandate,0
mandatory,0
mandy,31
mane,11
maneuver,0
maneuvers,0
manganese,0
manhattan,5
manhood,0
manifest,0
manifested,0
manila,1
manipulate,0
manipulated,0
manipulation,0
mankind,0
manly,1
mann,0
manned,0
manner,13
manners,21
manor,2
manpower,0
mansion,2
mansions,0
mantelpiece,1
mantis,3
mantle,0
manual,0
manually,0
manuals,0
manuel,10
manufacture,0
manufactured,0
manufacturer,0
manufacturer's,0
manufacturers,0
manufactures,0
manufacturing,0
manure,1
manuscript,1
manuscripts,0
many,3156
mao,0
map,271
maple,39
maples,2
mapmakers,0
mapped,0
mapping,0
maps,54
marathon,0
marble,26
marbles,18
marcella,23
march,73
marched,37
marchers,0
marches,1
marching,43
marcia,6
marco,13
marcus,10
marcy,1
mare,16
mares,1
margaret,76
margaret's,8
margarine,0
marge,7
margie,33
margin,4
marginal,0
margins,1
margo,59
marguerite,0
maria,248
maria's,15
marian,0
marie,58
marie's,6
marigolds,0
marijuana,1
mariko,0
marilla,1
marilyn,28
marine,2
mariner,0
mariners,0
marines,2
mario,24
marion,5
marital,0
maritime,0
marjorie,2
mark,578
mark's,21
marked,62
markedly,0
marker,3
markers,3
market,95
marketed,0
marketing,0
marketplace,2
markets,6
marking,5
markings,4
marks,61
marquis,11
marred,0
marriage,10
marriages,0
married,107
marrow,1
marry,72
marrying,1
mars,24
marsh,10
marsha,16
marshal,0
marshall,24
marshes,2
marshy,1
mart,4
marta,27
martha,110
martha's,10
martian,2
martians,0
martin,89
martin's,3
martinez,4
marty,43
marvel,0
marveled,1
marvelous,8
marvels,0
marvin,84
marx,0
mary,518
mary's,32
maryland,10
masai,0
masculine,0
mash,9
mashed,4
mask,61
masked,0
masking,0
masks,21
mason,45
masonry,0
masons,0
mass,14
massachusetts,15
massacre,0
masses,3
massive,2
mast,19
master,108
master's,2
mastered,0
masterpiece,1
masters,3
mastery,0
masts,7
mat,49
match,122
matched,11
matches,28
matching,1
mate,31
mated,0
material,40
materially,0
materials,29
maternal,0
mates,1
math,37
mathematical,0
mathematician,0
mathematicians,0
mathematics,1
matilda,1
mating,0
matrix,0
mats,16
matt,145
matted,0
matter,526
mattered,2
matters,20
matthew,35
matthias,0
mattie,9
mattress,12
mattresses,3
maturation,0
mature,2
matures,0
maturity,0
maude,5
maureen,21
maurice,11
max,155
maxie,68
maxim,0
maximilian,1
maximize,0
maximum,0
maxwell,40
may,1904
maya,0
mayan,0
mayas,0
maybe,1474
mayflower,2
maynard,2
mayor,95
mayor's,2
maze,1
mccarthy,1
mccoy,2
mcdowell,1
mcgregor,0
mckinley,0
me,9446
mead,0
meadow,64
meadows,10
meager,0
meal,110
meals,52
mean,989
meaning,61
meaningful,0
meaningless,0
meanings,11
means,413
meant,208
meantime,5
meanwhile,26
measles,6
measurable,0
measure,56
measured,28
measurement,0
measurements,1
measures,4
measuring,15
meat,246
meats,1
mecca,0
mechanic,8
mechanical,9
mechanically,1
mechanics,2
mechanism,0
mechanisms,0
mechanized,0
medal,15
medals,11
media,1
median,0
medical,7
medicare,0
medication,0
medicine,80
medicines,7
medieval,0
meditation,0
mediterranean,2
medium,8
medium-sized,1
medulla,0
meet,368
meeting,80
meetings,13
meets,37
meg,87
megan,18
mei,2
meiosis,0
mel,10
melancholy,0
melanie,6
melanin,0
melissa,14
mellow,1
melody,3
melon,2
melons,30
melt,39
melted,37
melting,19
melts,3
member,36
members,65
membership,1
membrane,0
membranes,0
memo,1
memorable,0
memorandum,0
memorial,2
memories,8
memorize,0
memorized,0
memorizing,0
memory,25
memphis,2
men,1413
men's,9
menace,0
menacing,0
mend,20
mended,5
mendel,0
mendel's,0
mending,6
mental,6
mentality,0
mentally,2
mention,20
mentioned,16
mentioning,0
mentions,0
menu,5
menus,0
meow,11
merchandise,0
merchant,14
merchants,2
mercury,7
mercy,22
mere,2
meredith,0
merely,9
merge,0
merged,0
meridian,0
meridians,0
merit,0
merits,0
merlin,3
merrily,2
merry,10
merry-go-round,7
mesa,11
mesh,0
mesopotamia,0
mess,140
message,110
messages,33
messenger,6
messengers,3
messy,10
met,423
metabolic,0
metabolism,0
metal,110
metallic,0
metals,8
metamorphic,0
metaphor,0
metaphors,0
metaphysics,0
meteorite,1
meteorites,0
meteorologists,0
meteors,0
meter,4
meters,14
methane,0
method,9
methods,2
metres,0
metric,2
metropolis,0
metropolitan,0
mexican,10
mexican-american,0
mexicans,1
mexico,52
mexico's,0
mi,3
miami,3
mica,0
mice,116
michael,91
michael's,6
michelangelo,0
michigan,6
mickey,15
microbes,0
microorganism,0
microorganisms,0
microphone,16
microphones,2
microscope,10
microscopes,1
microscopic,0
microwave,0
mid,0
mid-air,4
midafternoon,0
midair,2
midas,26
midday,4
middle,375
middle-aged,3
middle-class,0
midge,7
midget,0
midnight,47
midst,6
midsummer,0
midway,1
midwest,1
midwestern,0
might,1229
mighty,51
migrant,1
migrants,0
migrate,1
migrated,0
migrating,0
migration,0
migrations,0
migratory,0
miguel,30
mike,684
mike's,33
milan,0
mild,10
milder,0
mildly,3
mildred,2
mile,72
mileage,0
miles,418
militant,0
military,2
militia,1
milk,442
milked,4
milking,13
milkweed,0
milky,9
mill,58
milled,1
miller,78
miller's,21
millie,47
millimeter,0
millimeters,0
milling,1
million,81
millionaire,0
millionaires,0
millions,49
mills,34
milo,57
milton,26
milwaukee,0
mimi,40
mimic,0
mind,702
mind's,1
minded,2
minding,4
minds,26
mine,313
mined,2
miner,4
mineral,6
minerals,32
miners,11
mines,16
ming,0
mingle,0
mingled,0
miniature,1
minimal,0
minimize,0
minimized,0
minimum,2
mining,5
minister,23
ministers,1
ministry,0
mink,2
minneapolis,1
minnesota,8
minnie,1
minnows,0
minor,1
minorities,0
minority,0
minors,0
minos,0
minstrel,0
minstrels,0
mint,2
minus,1
minute,497
minutemen,2
minutes,370
miracle,10
miracles,1
miraculous,0
miranda,15
miriam,7
mirror,162
mirrors,6
miscellaneous,0
mischief,6
mischievous,1
miserable,26
miserably,2
misery,6
misfortune,0
misfortunes,0
mishmash,3
misleading,0
misled,0
misplaced,1
missed,153
misses,8
missile,0
missiles,0
missing,125
mission,12
missionaries,0
missionary,0
missions,0
mississippi,23
missouri,11
mist,17
mistake,71
mistaken,5
mistakenly,0
mistakes,34
mister,44
mistreated,1
mistress,19
mists,1
misty,11
misunderstanding,0
misunderstood,0
misuse,0
misused,0
mitch,32
mitchell,88
mitochondria,0
mitosis,0
mitt,21
mitten,42
mittens,42
mitzi,5
mix,41
mixed,91
mixer,3
mixes,7
mixing,9
mixture,13
mixtures,0
miyax,0
miyo,11
moan,4
moaned,24
moaning,9
moat,0
mob,10
mobile,3
mobility,0
mobilized,0
mobs,1
moccasins,13
mock,1
mocking,3
mode,0
model,61
modeled,0
modeling,0
models,18
moderate,0
moderately,0
moderation,0
modern,21
modern-day,0
modernization,0
modes,0
modest,1
modestly,0
modesty,0
modification,0
modifications,0
modified,0
modifiers,0
modifies,0
modify,0
modifying,0
module,0
mohammed,0
mohawk,1
moist,14
moistened,0
moisture,5
molars,0
molasses,8
mold,5
molded,0
molding,1
molds,2
moldy,1
mole,69
molecular,0
molecule,2
molecules,11
moles,2
molly,51
molten,0
mom,1284
mom's,34
moment,392
moment's,1
momentarily,1
momentary,0
moments,34
momentum,3
momma,23
mommy,11
mona,19
monarch,0
monarchs,1
monarchy,0
monasteries,0
monastery,0
monday,100
monetary,0
money,1145
mongol,0
mongolia,0
mongols,0
monitor,1
monitored,0
monitoring,0
monitors,0
monk,3
monkey,88
monkeys,43
monks,3
monopolies,0
monopoly,0
monotonous,0
monotony,0
monoxide,0
monroe,5
monsieur,2
monsoon,0
monster,134
monsters,22
monstrous,1
montana,3
montezuma,0
montgomery,6
month,123
month's,1
monthly,0
months,238
montreal,1
monument,0
monumental,0
monuments,0
mood,27
moods,0
moody,2
moon,458
moon's,6
moonlight,31
moonlit,1
moons,10
moor,1
moore,9
moors,0
moose,32
mop,39
mopped,13
moral,1
morale,0
morality,0
morally,0
morals,0
more,3535
moreover,2
morgan,66
morgan's,1
mormon,0
mormons,0
morning,1701
mornings,15
morocco,0
morris,80
morrison,3
morrow,0
morse,2
morsel,0
mortal,0
mortality,0
mortals,0
mortar,0
mortgage,0
mortgages,0
mortimer,53
morton,8
mosaic,0
mosaics,0
moscow,2
moses,14
moslem,0
moslems,0
mosque,0
mosquito,17
mosquitoes,5
moss,26
mosses,2
most,1308
mostly,75
motel,2
motels,0
moth,3
mother,4365
mother's,163
mother-in-law,4
mothers,60
moths,4
motion,15
motioned,9
motionless,7
motions,2
motivate,0
motivated,0
motivating,0
motivation,0
motivations,0
motive,0
motives,0
motor,47
motorcycle,30
motorcycles,9
motorist,0
motorists,0
motors,5
mott,2
motto,0
mound,10
mounds,2
mount,16
mountain,440
mountainous,0
mountains,273
mountainside,5
mountaintop,0
mounted,6
mounting,1
mounts,0
mourn,2
mourned,0
mournful,4
mourning,3
mouse,695
mouse's,4
moustache,7
mouth,500
mouthful,9
mouthpiece,1
mouths,29
movable,1
move,1155
moved,730
movement,34
movements,17
movers,4
moves,153
movie,89
movies,66
moving,453
mow,6
mowed,1
mower,8
mowgli,36
mowing,1
mozart,1
much,2493
mucous,0
mucus,0
mud,228
muddy,37
muffin,3
muffins,8
muffled,6
muffler,3
mug,6
mugs,1
muhammad,6
mulberry,3
mule,59
mules,17
multicellular,0
multiple,0
multiplication,1
multiplied,0
multiply,1
multiplying,0
multitude,0
mum,14
mumbled,25
mumbling,2
mummies,0
mummy,2
mumps,4
munching,5
munich,0
municipal,0
municipalities,0
murder,21
murdered,5
murderer,2
murderers,3
murderous,0
murders,0
muriel,10
murky,2
murmur,3
murmured,17
murmuring,1
murphy,10
murray,2
murry,3
muscle,31
muscles,56
muscular,1
mused,1
museum,46
museums,5
mush,4
mushroom,32
mushrooms,4
mushy,0
music,265
musical,13
musician,15
musicians,12
musket,7
muskets,0
muskrats,0
muslim,0
muslims,0
mussels,3
mussolini,0
must,2444
mustache,8
mustang,2
mustangs,2
mustard,28
muster,0
mustn't,16
musty,1
mutation,0
mutations,0
mute,1
muted,0
mutiny,0
mutt,4
mutter,4
muttered,37
muttering,3
mutton,1
mutual,0
mutually,0
muzzle,1
my,10595
myriad,0
myrtle,25
myself,437
mysteries,9
mysterious,17
mysteriously,3
mystery,64
mystical,0
myth,0
mythical,0
mythology,0
myths,0
n,2
nader,0
nagging,2
nail,57
nailed,11
nails,74
nairobi,0
naive,0
naked,7
name,1637
name's,13
named,361
nameless,0
namely,0
names,233
naming,21
nan,97
nana,35
nancy,107
nancy's,6
nantucket,3
nap,84
napkin,7
napkins,7
naples,1
napoleon,1
napoleon's,0
narcotics,0
narration,0
narrative,0
narrator,0
narrow,78
narrowed,6
narrower,0
narrowing,0
narrowly,0
narrows,0
nasal,0
nashville,0
nassau,0
nasty,13
nat,96
nate,81
nathan,7
nathaniel,1
nation,7
nation's,0
national,16
nationalism,0
nationalist,0
nationalities,0
nationality,0
nationally,0
nations,2
nationwide,0
native,16
natives,0
natural,50
naturalist,1
naturalists,0
naturally,18
nature,30
nature's,1
naughty,14
nausea,0
nautilus,0
navaho,2
navajo,4
navajos,0
naval,0
navigable,0
navigation,1
navigator,0
navigators,0
navy,35
nay,2
nazi,1
nazis,2
neanderthal,0
near,1050
nearby,128
neared,7
nearer,40
nearest,40
nearing,3
nearly,158
nears,1
neat,94
neatly,13
neatness,0
nebraska,5
nebula,0
necessarily,1
necessary,28
necessities,0
necessity,1
neck,237
necklace,14
necklaces,1
necks,5
necktie,6
nectar,8
ned,54
neddie,9
need,1841
needed,435
needing,4
needle,47
needles,18
needless,0
needn't,9
needs,362
needy,0
negative,0
negatively,0
negatives,0
neglect,0
neglected,1
negligence,0
negligible,0
negotiate,0
negotiated,0
negotiations,0
negro,9
negroes,6
neighbor,82
neighbor's,5
neighborhood,134
neighborhoods,8
neighboring,5
neighbors,90
neighbourhood,2
neil,28
neither,97
nell,41
nellie,8
nelson,27
nemo,2
neon,1
nephew,15
nephews,2
neptune,2
nerve,25
nerves,14
nervous,69
nervously,20
nervousness,3
ness,8
nessie,5
nest,201
nested,1
nesting,3
nestled,1
nests,41
net,90
netherlands,2
nets,19
network,2
networks,0
neural,0
neuron,0
neurons,0
neutral,1
neutrality,0
neutron,0
neutrons,0
nevada,6
never,2418
never-ending,0
nevertheless,2
new,2618
newark,0
newborn,1
newcomer,1
newcomers,1
newer,0
newest,3
newfoundland,1
newly,5
newman,7
newport,3
news,186
newspaper,171
newspapers,40
newsstand,2
newt,0
newton,7
newton's,0
newtons,2
next,2501
niagara,9
nibble,5
nibbled,10
nibbling,6
niccolo,0
nice,735
nicely,11
nicer,13
nicest,10
niche,0
nicholas,22
nick,132
nickel,29
nickels,11
nickname,7
nicknamed,0
nicknames,0
nicky,143
nicotine,0
niece,2
niger,0
nigeria,0
nigger,3
nigh,0
night,2087
night's,11
nightfall,5
nightgown,5
nightingale,6
nightly,0
nightmare,7
nightmares,2
nights,85
nighttime,14
nile,4
nina,80
nine,170
nine-year-old,3
nineteen,9
nineteenth,0
nineteenth-century,0
ninety,7
nino,26
ninth,7
nip,0
nitrate,0
nitrates,0
nitric,0
nitrogen,1
nixon,0
nixon's,0
no,6965
noah,8
nobel,0
nobility,0
noble,11
nobleman,0
noblemen,0
nobles,1
nobody,303
nobody's,18
nocturnal,1
nod,15
nodded,294
nodding,11
nodes,0
noise,481
noiselessly,0
noises,101
noisily,4
noisy,88
nomadic,0
nomads,1
nominal,0
nominated,0
nomination,0
nominative,0
none,143
nonetheless,0
nonexistent,0
nonfiction,1
noni,14
nonliving,1
nonprofit,0
nonrenewable,0
nonsense,22
nonstandard,0
nonverbal,0
nonviolent,0
noodles,1
noon,90
noontime,2
nope,17
nor,100
nora,46
norm,0
normal,25
normally,2
norman,2
normandy,0
normans,0
norms,0
norse,2
norsemen,0
north,327
north-south,1
northeast,4
northeastern,0
northern,28
northerners,0
northernmost,0
northward,1
northwest,5
northwestern,0
norway,8
norwegian,0
nose,427
noses,20
nostrils,5
not,13592
notable,0
notably,0
notation,0
notch,0
notches,1
note,260
notebook,33
notebooks,1
noted,7
notes,61
noteworthy,0
nothin',9
nothing,1168
nothingness,1
notice,189
noticeable,0
noticeably,0
noticed,187
notices,3
noticing,8
notified,0
notify,0
noting,0
notion,3
notions,0
notorious,0
notwithstanding,0
noun,31
nouns,23
nourished,0
nourishing,0
nourishment,0
nova,0
novel,2
novelist,0
novels,1
novelty,0
november,16
novice,0
now,5918
nowadays,5
nowhere,50
nozzle,0
nuclear,1
nuclei,0
nucleus,1
nudged,9
nuisance,3
numb,15
number,319
numbered,9
numbering,0
numbers,106
numeral,0
numerals,2
numerical,0
numerous,0
nuns,1
nurse,159
nurse's,11
nursed,1
nursery,8
nurses,30
nursing,3
nut,47
nutrient,0
nutrients,11
nutrition,0
nutritional,0
nutritious,0
nuts,80
nylon,2
nymph,2
nymphs,0
o,35
o',10
o'clock,209
o'connor,2
o'hara,2
o'neill,0
oak,78
oaks,6
oar,26
oars,13
oases,1
oasis,1
oath,2
oatmeal,11
oats,20
obedience,0
obedient,0
obediently,3
obese,0
obesity,0
obey,24
obeyed,7
obeying,1
object,57
objected,3
objection,0
objections,0
objective,0
objectively,0
objectives,0
objects,60
obligated,0
obligation,0
obligations,0
obliged,0
oblivious,0
oblong,0
obscene,0
obscure,0
obscured,0
obscurity,0
observable,0
observant,0
observation,2
observations,0
observatory,0
observe,17
observed,10
observer,1
observers,0
observes,0
observing,1
obsessed,0
obsidian,0
obsolete,0
obstacle,0
obstacles,0
obstinate,1
obstruction,0
obtain,0
obtained,0
obtaining,0
obtains,0
obvious,6
obviously,14
occasion,2
occasional,2
occasionally,5
occasions,1
occupant,0
occupants,0
occupation,0
occupational,0
occupations,0
occupied,3
occupies,0
occupy,0
occupying,0
occur,1
occurred,6
occurrence,0
occurrences,0
occurring,0
occurs,1
ocean,320
ocean's,1
ocean-going,0
oceans,53
october,25
octopus,22
odd,64
oddly,3
odds,2
odin,7
odor,8
odors,1
odysseus,2
odyssey,0
of,37988
40410,NA
off,2886
offend,0
offended,1
offender,0
offenders,0
offending,0
offense,2
offenses,0
offensive,0
offer,19
offered,58
offering,6
offerings,0
offers,6
office,272
officer,91
officer's,1
officers,29
offices,16
official,7
officially,0
officials,2
offset,0
offshore,0
offspring,0
often,513
ogre,3
oh,1941
ohio,19
oil,185
oiled,4
oils,3
oily,4
okay,224
oklahoma,6
ol',5
old,3271
old-fashioned,13
old-time,4
olden,0
older,233
oldest,64
ole,8
olive,9
oliver,62
olives,1
ollie,4
olympic,5
olympics,6
olympus,0
omaha,0
omen,1
ominous,0
omission,0
omit,0
omitted,0
omri,3
on,20829
on-the-job,0
once,1348
oncoming,1
one,10518
one's,28
one-celled,0
one-fifth,0
one-fourth,3
one-half,2
one-man,9
one-quarter,0
one-room,1
one-sided,0
one-tenth,0
one-third,1
one-way,1
one-year,0
ones,325
oneself,0
ongoing,0
onion,6
onions,16
onlookers,1
only,2762
onset,0
ontario,1
onto,349
onward,0
ooze,0
opaque,0
open,936
opened,759
opener,4
opening,129
openings,11
openly,0
opens,32
opera,3
operate,4
operated,1
operates,0
operating,6
operation,23
operational,0
operations,1
operator,10
operators,2
opinion,26
opinions,6
opium,0
opponent,1
opponents,0
opportunities,0
opportunity,6
oppose,0
opposed,0
opposing,0
opposite,46
opposition,0
oppressed,0
oppression,0
oppressive,0
optic,0
optical,1
optics,0
optimal,0
optimism,0
optimistic,0
optimum,0
option,0
options,0
or,5020
oracle,0
oral,3
orally,0
orange,139
oranges,20
orator,0
orbit,11
orbital,0
orbiter,0
orbiting,0
orbits,1
orchard,15
orchards,1
orchestra,10
ordeal,0
order,228
ordered,66
ordering,3
orderly,5
orders,54
ordinance,0
ordinances,0
ordinarily,1
ordinary,51
ore,16
oregon,19
ores,0
organ,4
organic,0
organism,0
organisms,0
organization,1
organizational,0
organizations,0
organize,1
organized,4
organizer,0
organizing,0
organs,5
orient,0
oriental,0
orientation,0
oriented,0
origin,1
original,8
originality,0
originally,2
originate,0
originated,0
origins,0
orion,2
orlando,5
orleans,10
ornament,0
ornamental,0
ornaments,1
ornate,0
orphan,5
orphanage,5
orphans,0
orpheus,4
orthodox,0
orville,20
osage,1
oscar,44
ostrich,4
ostriches,0
oswald,61
other,4085
other's,12
others,647
others',0
otherwise,26
otis,15
ott,58
otter,15
otters,3
otto,24
ottoman,0
ouch,24
ought,89
ounce,0
ounces,1
our,2239
ours,36
ourselves,27
out,10800
out-of-doors,0
outbreak,0
outbreaks,0
outburst,0
outcome,0
outcomes,0
outcry,0
outdoor,6
outdoors,60
outer,23
outermost,0
outfit,13
outfits,0
outgoing,0
outgrown,0
outgrowth,0
outing,3
outlaw,2
outlawed,0
outlaws,2
outlet,5
outlets,4
outline,9
outlined,2
outlines,1
outlining,0
outlook,0
